equipment_energy_consumption,outdoor_temperature,hour,zone_temperature,zone_humidity
40.0,-4.35,1,16.01567901234568,47.18574074074075
30.0,-4.3,2,17.9771180809435,47.191358024691354
20.0,-4.3333333333333295,2,15.972345679012355,43.23487133991174
40.0,-4.36666666666667,3,15.834382716049387,47.13746913580246
30.0,-4.1,4,15.732469135802477,47.14635802469135
40.0,-4.36666666666667,5,15.57888888888889,46.743148148148144
40.0,-4.43333333333333,5,15.565740740740742,46.761172839506166
40.0,-4.3,8,15.393148148148144,46.60413580246914
40.0,-4.7,8,15.32317620650954,46.41731200897866
40.0,-4.8,8,17.005535181855816,46.39679012345678
40.0,-3.9,9,15.166049382716052,45.909753086419734
40.0,-0.533333333333333,12,15.779753086419756,46.46024691358025
50.0,-0.2,14,16.00154320987654,49.804524145852106
40.0,0.75,14,16.08253086419753,46.31246913580248
20.0,0.766666666666667,15,16.34095238095238,46.351746031746025
20.0,0.533333333333333,15,16.340740740740745,46.30851851851852
50.0,-0.1,16,16.26925925925926,46.10703703703703
50.0,-0.5,17,16.14172839506173,45.647777777777755
40.0,-0.75,17,16.062222222222225,45.35854938271605
120.0,-3.6,22,16.130555555555553,44.51901234567901
50.0,-4.55,0,14.460908620404723,45.166666666666664
30.0,-4.8,1,17.400843823831117,45.58203703703703
40.0,-4.888888888888889,2,15.468518518518518,45.20364197530864
40.0,-4.96666666666667,3,20.705361735739373,45.225586419753085
50.0,-3.5,5,15.293456790123457,46.059629629629626
50.0,-2.466666666666669,7,15.061728395061728,44.87842592592594
70.0,-2.4,8,15.050030864197526,44.76689814814815
60.0,-1.8,10,15.29694444444444,47.5985802469136
50.0,-0.566666666666667,12,15.45992063492063,45.77369488536157
70.0,-0.2833333333333329,13,15.475683421516758,45.30891975308643
80.0,-0.166666666666667,13,15.490740740740746,45.1961111111111
80.0,0.3,14,15.553456790123468,50.9188396459309
80.0,0.55,14,15.487654320987657,44.807583095916435
80.0,0.6,15,14.273825224991306,44.78018518518518
50.0,0.45,16,15.400555555555554,50.75100013975806
40.0,-1.66666666666667,1,15.96691358024691,51.42594389893853
60.0,-1.8333333333333297,1,15.923209876543208,47.892716049382706
40.0,-1.8,2,17.81570499907035,52.74816075922971
40.0,-1.6,2,15.873333333333335,53.2775433496346
50.0,-0.7833333333333331,3,15.748024691358024,48.013148148148154
50.0,-0.75,3,15.707722547108524,53.67891529137238
40.0,-0.7833333333333331,4,15.612098765432096,44.28571150457557
50.0,-1.2,5,15.503950617283945,47.902037037037026
60.0,-1.36666666666667,5,15.482592592592589,47.89709876543209
60.0,-1.53333333333333,5,15.442962962962964,47.86611111111111
50.0,-1.7,5,15.385555555555559,57.36964550012835
40.0,-1.86666666666667,5,15.35962962962963,47.72234567901234
40.0,4.6,15,16.585493827160505,42.687469135802466
40.0,3.766666666666671,16,16.787222222222216,42.82530864197531
90.0,0.633333333333333,21,16.42743827160494,44.07237654320986
50.0,-0.3,23,16.160925925925923,44.84172839506172
50.0,-0.3,1,15.782592592592588,45.53888888888889
50.0,-0.35,2,14.30283568673801,45.62157407407406
40.0,-0.4,2,17.373312959633584,45.649320987654306
30.0,-0.6,3,14.347158558324642,45.76898148148148
40.0,-0.666666666666667,3,21.999326383433953,45.86382716049383
40.0,-0.733333333333333,3,15.51858024691359,46.016296296296304
30.0,-0.8,4,15.48179012345679,46.095740740740744
40.0,-0.866666666666667,4,15.48320987654321,46.123580246913576
50.0,-1.0,4,15.447839506172834,46.163456790123455
20.0,-1.13333333333333,4,14.296498287891426,42.528921381118785
50.0,-0.0333333333333333,9,15.195370370370362,46.01969135802469
30.0,0.65,10,15.278148148148148,41.90456269793643
40.0,2.2,11,15.490740740740746,45.36086419753085
40.0,2.833333333333329,12,15.541574074074074,45.3475
40.0,3.5,13,17.585704999070355,45.324629629629634
50.0,3.7,15,14.262866550935545,51.4530371767951
40.0,3.03333333333333,17,15.431111111111111,46.790820105820124
40.0,3.1,17,15.378518518518522,46.90518518518518
30.0,3.6666666666666714,19,15.275061728395068,47.45685185185186
20.0,3.6833333333333296,19,15.25,52.096926191328464
20.0,4.36666666666667,23,15.146975308641977,48.0691975308642
20.0,4.7,1,15.147592592592591,48.45944444444443
30.0,5.0833333333333295,3,15.108333333333333,48.835
20.0,5.9,6,15.121728395061735,49.5495061728395
20.0,5.65,7,15.039629629629625,49.799135802469145
90.0,5.21666666666667,18,15.068456790123463,51.89358024691357
110.0,5.9,20,15.699938271604928,51.908209876543204
100.0,5.9,21,15.738209876543205,51.84030864197533
100.0,5.56666666666667,21,15.840802469135813,51.47456790123457
100.0,5.5,22,18.115682631776274,51.44018518518518
70.0,5.46666666666667,22,15.897407407407412,51.30301981806369
60.0,5.43333333333333,22,15.92222222222222,51.298518518518534
80.0,5.2,23,17.719485799139765,51.42543209876543
50.0,5.3,2,15.718456790123456,56.32637051012842
30.0,5.3333333333333295,2,15.70277777777777,51.56259259259259
20.0,5.35,2,15.696296296296289,51.56191358024691
40.0,5.4,3,15.64629629629629,51.625740740740746
40.0,5.73333333333333,3,14.287064081799745,51.779197530864195
40.0,6.0,4,15.628888888888888,51.90324074074075
50.0,6.1,5,15.61932098765433,51.92382716049382
40.0,6.3333333333333295,5,15.621666666666666,57.63967682458671
40.0,6.56666666666667,5,15.600555555555555,51.96802469135803
40.0,6.01666666666667,7,15.479999999999999,52.080308641975314
90.0,7.8,16,17.69654320987654,53.44166666666667
70.0,7.8333333333333295,16,17.683641975308646,53.37919753086419
70.0,7.96666666666667,18,17.69888888888889,52.40802469135803
80.0,8.099999999999998,21,16.669056768552874,54.88796296296297
150.0,7.96666666666667,22,17.746481481481478,53.302716049382724
50.0,7.9,23,17.699135802469144,53.184382716049384
30.0,7.95,23,17.628395061728398,53.07185185185185
40.0,8.05,0,17.519259259259258,52.990061728395055
50.0,8.099999999999998,1,17.469197530864214,53.00055555555556
50.0,8.233333333333329,3,17.301635802469132,48.845279405810146
30.0,8.099999999999998,4,17.17962962962962,53.157962962962955
60.0,7.366666666666669,5,16.984629629629623,53.1311111111111
20.0,6.5,7,16.893703703703707,52.6504938271605
50.0,6.65,7,16.832592592592587,52.540802469135805
40.0,6.7,7,16.821481481481477,52.50604938271604
60.0,6.75,7,16.821481481481477,52.489259259259256
50.0,8.9,10,16.876790123456793,52.24074074074075
50.0,9.18333333333333,10,16.9104938271605,52.20944444444443
40.0,11.35,11,17.36086419753087,51.53475308641974
60.0,12.0666666666667,12,17.54771604938272,50.137345679012334
60.0,12.4666666666667,13,16.192886297986394,48.519012345679
60.0,13.0333333333333,14,18.32382716049383,48.33722222222221
50.0,13.1,15,18.380925925925922,48.202932098765444
50.0,13.0,15,18.425679012345668,51.79184943155447
50.0,11.8666666666667,16,20.017833136428372,48.31654320987654
50.0,10.0,18,18.094012345679012,49.594197530864186
50.0,9.9,18,18.027160493827154,49.71685185185185
60.0,9.75,19,17.928518518518512,49.80993827160493
50.0,9.8,2,18.203765432098766,51.82493827160494
40.0,9.71666666666667,2,20.189587216745974,51.8570987654321
50.0,8.15,4,17.716296296296292,52.19530864197531
40.0,8.51666666666667,5,17.694074074074077,52.28222222222222
20.0,8.599999999999998,6,19.12999363025553,52.35722222222222
40.0,8.599999999999998,6,17.613703703703703,52.39333333333333
20.0,9.0,8,17.69641975308642,52.64574074074075
20.0,9.05,8,17.69518518518519,52.653333333333336
50.0,9.3,10,17.661604938271612,52.777222222222214
50.0,10.0,11,17.720740740740734,52.855000000000004
50.0,10.1666666666667,12,17.7537037037037,52.9562962962963
40.0,10.2333333333333,12,17.77401234567901,52.939166666666665
40.0,10.7,13,19.68167695937912,51.5574074074074
40.0,10.5666666666667,15,17.90641975308641,50.180185185185195
50.0,9.9,16,19.65433260930817,54.186449998869676
40.0,9.85,16,17.694074074074067,50.41543209876543
40.0,9.883333333333328,18,17.516172839506165,50.413148148148146
40.0,9.633333333333328,22,17.850987654320985,48.04490786766824
20.0,9.8,1,18.195555555555558,52.354197530864184
20.0,10.1,3,23.055499222940117,55.209832787827416
40.0,10.1,3,17.858703703703707,52.175617283950594
20.0,10.1666666666667,5,17.72,52.32530864197531
50.0,10.2,5,17.7220987654321,52.36660493827161
60.0,9.6,8,19.50847610563486,53.25617283950615
20.0,9.9,10,17.514876543209876,53.70166666666667
40.0,11.0,16,17.557777777777776,51.52703703703703
50.0,10.9,16,17.554999999999996,51.514135802469134
20.0,10.3,17,17.407777777777778,53.00679012345679
50.0,9.86666666666667,19,17.319074074074067,53.772777777777776
40.0,9.8,19,22.43870909948333,53.83845679012345
30.0,9.733333333333327,19,17.316790123456787,53.8507098765432
50.0,9.6,21,17.222592592592587,53.91722222222223
40.0,9.8,22,19.231439068597826,54.03419753086419
40.0,9.96666666666667,1,17.177407407407408,54.35030864197531
30.0,9.86666666666667,1,15.69211540496458,54.355123456790125
30.0,8.41666666666667,3,16.951358024691363,54.03691358024691
10.0,8.3,4,16.937530864197534,54.00450617283952
30.0,8.06666666666667,4,16.910123456790124,53.943333333333335
40.0,6.73333333333333,5,16.732037037037045,53.66212962962964
50.0,6.51666666666667,5,18.743723019215107,53.602160493827164
50.0,6.2,7,16.607777777777784,53.25413580246915
40.0,5.86666666666667,7,16.502716049382713,52.9458024691358
40.0,4.45,8,14.609799878233307,52.61851851851852
40.0,3.7,9,16.21487654320988,52.59086419753088
40.0,4.0,9,18.549092744465373,52.52654320987656
50.0,4.3,9,18.021445739811096,52.51586419753086
40.0,4.45,9,16.1887037037037,47.445482077126556
30.0,5.35,10,16.30203703703703,52.67722222222222
40.0,6.4,11,16.58709876543209,52.484382716049396
40.0,6.5,11,16.639197530864195,52.459012345679014
30.0,7.2,12,19.136685337057973,51.97
20.0,7.3,13,16.91259259259259,51.75771604938271
40.0,7.233333333333332,14,15.625661706824474,49.88155555555555
20.0,7.1,15,17.179938271604946,49.70104938271605
50.0,7.0,16,19.19994189103553,45.09431578435618
50.0,1.95,18,16.556790123456782,50.017407407407404
40.0,2.333333333333329,19,16.485308641975312,50.10975308641975
40.0,2.6,19,16.456790123456788,50.087592592592586
40.0,2.86666666666667,19,15.249337794064271,50.121358024691354
40.0,2.45,21,16.21506172839506,50.17962962962962
40.0,2.55,21,16.19827160493827,50.16851851851852
50.0,2.6,21,16.174814814814813,45.636944904705274
40.0,2.7,22,16.13111111111111,50.124444444444435
20.0,3.03333333333333,22,22.16512885256975,50.05549382716049
20.0,3.333333333333329,0,17.628512148774053,50.04475308641976
40.0,3.2,2,19.666649912397517,49.95154320987655
40.0,3.55,2,15.894197530864192,49.98259259259259
50.0,3.6666666666666714,2,15.903333333333332,49.98191358024692
30.0,4.05,3,15.925648148148147,49.964722222222214
50.0,4.2,4,15.944382716049383,55.083223283575116
50.0,4.3,4,15.966790123456796,49.97117283950618
30.0,4.5,5,15.959938271604935,49.8825925925926
20.0,4.46666666666667,5,15.948888888888892,49.84413580246913
40.0,4.3,6,15.871111111111112,49.51148473034438
20.0,4.65,7,15.94851851851852,49.55771604938272
40.0,5.16666666666667,8,18.12575236239459,52.71431512018195
40.0,5.8,9,16.031111111111112,48.70907407407407
40.0,6.05,10,16.05962962962963,48.567530864197536
40.0,6.35,10,18.158476105634865,48.58203703703705
50.0,6.5,10,14.558071483171574,48.507654320987655
40.0,6.65,10,16.169259259259253,48.39604938271605
20.0,7.1,11,17.92936234234964,48.41827160493827
40.0,7.9,12,16.260493827160495,48.5917901234568
50.0,8.3,14,16.258765432098766,48.8362962962963
50.0,8.3,14,16.25024691358024,49.07666666666666
20.0,8.43333333333333,15,16.258086419753088,49.3387037037037
40.0,8.5,16,16.21703703703703,49.571234567901236
40.0,8.55,16,16.271728395061732,49.86450617283951
80.0,9.0,19,16.85160493827161,50.22956790123457
90.0,9.0,19,16.882962962962964,50.17975308641974
60.0,9.1,21,17.12833333333333,50.0862962962963
50.0,9.01666666666667,22,17.14611111111111,50.55666666666667
60.0,9.06666666666667,23,17.125987654320987,50.77944444444444
40.0,8.699999999999998,5,16.79666666666668,51.747407407407415
50.0,8.36666666666667,6,16.731975308641974,53.25592592592592
20.0,8.36666666666667,7,16.695246913580256,53.372530864197536
40.0,8.4,7,16.681790123456803,53.397962962962964
70.0,7.1,12,17.12839506172839,57.82962962962964
160.0,6.15,16,17.486111111111104,52.70308641975308
120.0,4.95,18,19.64846841177732,51.357839506172844
90.0,3.2,22,17.71472222222222,59.64044796926416
70.0,3.333333333333329,22,17.721481481481476,49.249876543209865
50.0,4.4,0,16.186417817583898,51.323827160493835
30.0,3.716666666666669,1,17.39,51.48978395061728
40.0,3.7333333333333294,2,17.27481481481481,51.49771604938272
50.0,4.4,4,17.177654320987656,52.03172839506172
50.0,4.133333333333329,6,17.020617283950617,52.17040123456791
30.0,4.46666666666667,7,17.001728395061708,52.26148148148149
90.0,7.599999999999999,15,18.215555555555554,51.053641975308636
150.0,9.1,17,18.75314814814814,52.847808641975305
40.0,10.2333333333333,1,19.68481481481481,55.47123456790124
50.0,10.1666666666667,1,21.151923872959365,55.52444444444444
50.0,10.1333333333333,1,21.28723384387607,55.51141975308642
40.0,10.5,3,17.723843800026305,55.54734567901234
50.0,10.25,3,19.48203703703703,55.53722222222223
40.0,10.0833333333333,3,19.463086419753086,55.57358024691358
40.0,9.36666666666667,5,19.300370370370366,55.59
50.0,8.26666666666667,13,19.11333333333333,54.012345679012356
90.0,7.5,15,20.55533462869998,57.73116697203381
60.0,7.4,16,18.831604938271603,53.4604938271605
50.0,4.53333333333333,1,20.450883513042285,53.048395061728385
60.0,4.46666666666667,2,18.40148148148148,53.079506172839494
40.0,4.5,3,18.418271604938276,53.23827160493826
50.0,4.65,4,18.33987654320988,53.24172839506171
60.0,4.75,5,18.333827160493836,52.868316708249715
80.0,5.3,11,18.75163580246913,48.96663580246913
70.0,6.48333333333333,12,19.13271604938272,51.8725433496346
70.0,6.6,13,19.120370370370363,45.55697530864198
70.0,6.51666666666667,13,19.12870370370371,49.760382981451926
100.0,4.96666666666667,20,19.062530864197534,47.95975308641975
140.0,4.93333333333333,20,19.204012345679008,50.739197530864196
120.0,4.9,21,19.182962962962968,55.475815080217366
140.0,4.8,21,19.08425925925925,50.57395061728394
70.0,4.6,22,19.08018518518518,49.694567901234564
100.0,4.3,22,19.05407407407408,49.78388888888888
50.0,2.1,2,18.333703703703698,50.315
50.0,2.06666666666667,2,18.333086419753084,50.30240740740741
60.0,1.78333333333333,4,18.04259259259259,49.9720987654321
50.0,8.33333333333333,11,17.363967256816426,38.01722222222223
110.0,9.5,18,19.38126543209878,50.947407407407404
50.0,7.15,1,18.94259259259259,58.616061868153125
40.0,7.25,1,18.90419753086419,54.23981481481481
40.0,8.3,3,18.95950617283951,54.604691358024695
50.0,8.36666666666667,3,18.971111111111114,49.19338331169446
40.0,8.43333333333333,3,18.9637037037037,54.63629629629629
40.0,8.5,4,18.974814814814813,54.65996913580247
40.0,8.8,5,18.935555555555556,54.68166666666666
50.0,8.78333333333333,7,20.199931901860477,54.67518518518519
20.0,8.8,8,17.084509703368386,49.95172319176359
60.0,8.8,8,18.77271604938272,54.42327160493827
60.0,8.8,8,18.77228395061728,54.32987654320987
60.0,8.8,8,18.764691358024685,54.254876543209875
20.0,9.33333333333333,10,18.760370370370364,53.967160493827166
40.0,9.55,11,18.792716049382715,53.885000000000005
70.0,9.65,11,18.875925925925923,53.911975308641985
60.0,9.7,11,18.91179012345679,53.909876543209876
70.0,9.8,12,19.016728395061733,53.474938271604934
20.0,9.8,14,19.17567901234568,52.71697530864197
60.0,9.8,15,17.59541479324423,52.4332098765432
60.0,9.96666666666667,16,19.142222222222223,52.21746913580246
50.0,9.96666666666667,17,21.04292055007932,52.080864197530865
100.0,9.76666666666667,18,19.221666666666668,52.25589506172839
80.0,8.699999999999998,21,19.291358024691352,52.20759259259259
20.0,9.1,23,20.84839018425554,51.98956366179457
60.0,9.3,0,19.205185185185186,52.539259259259254
50.0,9.45,0,19.198148148148142,52.48907407407407
40.0,8.849999999999998,2,19.033703703703697,52.68518518518519
50.0,9.05,2,20.61737166573702,52.67814814814815
40.0,9.133333333333328,3,20.99242607779871,52.59898148148148
50.0,9.16666666666667,3,19.00148148148148,52.59314814814814
50.0,9.26666666666667,3,18.987777777777776,47.95783430287468
30.0,9.3,4,18.987777777777776,52.412191358024685
30.0,9.21666666666667,4,18.965185185185177,47.87598245102284
40.0,8.733333333333329,5,20.441923872959364,52.494135802469124
50.0,8.699999999999998,5,18.84,48.243427553958284
40.0,8.51666666666667,6,18.769259259259268,52.45432098765431
20.0,8.349999999999998,9,18.68490740740741,52.40037037037037
60.0,8.599999999999998,10,18.656419753086418,51.4016049382716
50.0,8.8,11,18.7725925925926,50.929135802469126
70.0,10.2333333333333,12,19.18969135802469,54.214259259259265
70.0,10.55,13,19.13592592592592,52.591666666666676
60.0,10.7333333333333,14,19.117407407407395,49.57172839506172
80.0,10.6666666666667,14,19.105555555555554,49.07561728395061
70.0,10.6666666666667,15,19.106111111111108,48.62018518518519
140.0,11.0,16,19.136358024691365,48.69222222222223
100.0,10.7,19,19.055987654320983,48.75722222222224
90.0,10.85,19,19.10246913580248,48.79555555555555
80.0,10.9666666666667,22,17.948535324928475,45.55318064037804
70.0,10.7666666666667,22,19.527469135802466,49.268333333333324
70.0,10.7,23,19.51185185185186,44.93555035225741
80.0,10.65,23,19.53481481481481,49.110679012345685
40.0,12.0,2,17.9948128793123,48.43901234567901
50.0,11.0666666666667,2,19.36641975308642,49.283333333333324
40.0,10.4166666666667,3,19.33611111111112,49.41499999999999
40.0,10.2333333333333,3,19.33074074074074,49.46302469135802
50.0,9.86666666666667,3,19.23382716049382,50.35283950617285
20.0,8.0,6,18.922716049382714,53.042716049382726
40.0,7.666666666666669,6,18.852962962962962,52.957345679012334
40.0,7.5,6,18.827901234567904,52.934320987654324
50.0,7.16666666666667,6,18.7520987654321,52.888271604938275
40.0,7.5,10,18.693148148148143,51.57753086419754
40.0,8.4,13,16.89001663953248,47.01543209876544
140.0,8.4,13,20.259252889514787,41.642438731865774
50.0,8.25,14,18.862530864197524,45.89635802469137
70.0,8.26666666666667,15,18.91870370370371,46.04703703703705
50.0,7.95,1,20.97908569572793,50.680925925925905
50.0,7.849999999999999,1,19.181481481481487,50.79827160493827
50.0,7.75,1,19.133395061728397,54.78438029575201
50.0,8.099999999999998,3,19.03981481481481,50.89895061728394
40.0,7.9,4,18.933827160493834,52.538271604938274
50.0,6.5,23,19.791975308641984,47.21484567901235
50.0,6.3333333333333295,0,19.686049382716053,47.068950617283946
50.0,6.26666666666667,0,19.611049382716047,47.07808641975309
50.0,6.25,1,19.522962962962968,51.30291384564944
50.0,6.26666666666667,1,19.495925925925935,46.97302469135802
40.0,6.28333333333333,1,19.47308641975308,46.93222222222222
40.0,6.3,2,17.650016833786907,46.930987654320994
40.0,6.3,2,19.43851851851851,50.16791920758051
40.0,6.3,3,19.315185185185175,47.22858024691359
50.0,6.133333333333329,5,20.690025986724674,47.28246913580247
50.0,6.133333333333329,6,19.019444444444446,47.64030864197532
60.0,6.4,7,18.9916049382716,47.87413580246914
170.0,5.0,12,18.731543209876545,49.06712962962963
150.0,4.86666666666667,13,18.968024691358018,49.36734567901235
120.0,4.73333333333333,13,18.971481481481483,49.43345679012346
160.0,3.38333333333333,15,18.890555555555558,48.78203703703703
110.0,3.2,16,18.924320987654326,53.0652771593635
70.0,3.2666666666666706,23,17.35282220065163,48.40194444444444
70.0,3.1,0,18.83185185185185,48.814629629629636
80.0,3.28333333333333,1,18.82567901234569,48.999506172839496
70.0,3.25,1,18.804197530864187,49.05388888888889
60.0,3.36666666666667,2,18.698518518518526,49.36259259259259
60.0,2.5,5,18.43864197530864,49.4425925925926
50.0,2.63333333333333,7,18.329506172839512,49.42407407407408
80.0,4.1,9,18.51691358024692,52.29765190069026
90.0,4.96666666666667,10,18.54345679012345,48.25629629629628
80.0,5.3333333333333295,11,18.565432098765445,48.35981481481481
70.0,4.91666666666667,12,16.558411701260873,51.911635184054866
70.0,5.6,14,18.48061728395062,47.9729012345679
120.0,5.96666666666667,15,16.97174522884863,48.31475308641976
110.0,6.1,15,18.619444444444444,48.44462962962963
90.0,6.3,16,18.69561728395062,48.55129629629628
100.0,6.2,16,20.15931461790985,52.74459814701784
110.0,6.0,16,18.71641975308642,53.576772666291156
70.0,5.2,17,18.545802469135808,48.19617283950616
130.0,4.8,21,18.98635802469137,53.920956790123455
60.0,4.0,2,18.463333333333335,51.64172839506173
50.0,4.0,2,19.85121419420149,51.64098765432099
50.0,3.5,3,18.28537037037037,51.58037037037037
50.0,2.2,4,18.01296296296297,51.189506172839515
50.0,2.0,4,17.981604938271605,51.12030864197531
60.0,1.76666666666667,5,17.82197530864198,50.87709876543209
30.0,1.7,7,17.711481481481478,50.6787037037037
50.0,1.36666666666667,7,17.63333333333332,50.52641975308643
70.0,3.333333333333329,9,19.641553502588998,50.57385802469136
70.0,3.583333333333329,10,17.903456790123457,50.53268518518519
